package,total_downloads
hiertest,4463
HIest,5154
highcharter,115380
highD2pop,4503
HighDimOut,4924
highfrequency,11141
highlight,175943
highlightHTML,3819
highmean,4276
highr,5471885
highriskzone,5032
highSCREEN,4296
highTtest,4601
higrad,3303
hilbertSimilarity,757
hildareadR,0
hilldiv,993
hillmakeR,4893
hillR,4168
HiLMM,4929
HIMA,3843
hindex,1654
hindexcalculator,4103
hint,5084
hiPOD,5079
hipread,12379
HiResTEC,3498
hIRT,4554
hisse,12328
HistData,70274
HistDAWass,6191
histmdl,5275
histogram,12149
HistogramTools,9576
historydata,7122
histry,4205
hit,4690
hitandrun,13228
HIV.LifeTables,4878
hive,6523
HiveR,7457
HK80,4969
hkclustering,3893
hkevp,4227
hkex.api,3952
HKprocess,14734
HLMdiag,9983
HLSM,6783
HMB,2611
HMDHFDplus,5567
hmeasure,20668
hmgm,330
hmi,6628
Hmisc,2058516
hmlasso,1751
HMM,13013
hmm.discnp,9264
HMMCont,5207
HMMcopula,3524
HMMEsolver,5461
HMMextra0s,3234
hmmhdd,792
hmmm,5246
HMMmlselect,4799
HMMpa,5180
HMP,8273
HMPTrees,6679
HMR,7150
hms,5459601
Hmsc,1728
hmstimer,2291
HMVD,4018
hNMF,4622
hnp,10394
hoa,22487
hoardeR,6646
hoardr,24115
holdem,5475
Holidays,9998
holodeck,2229
homals,10263
homeR,5309
Homeric,4174
hommel,6496
homologene,3951
homomorpheR,4674
homtest,5734
hopbyhop,4939
hopit,2540
horizon,3866
HoRM,4785
hornpa,5306
horserule,3498
horseshoe,4438
hot.deck,8029
HotDeckImputation,6893
Hotelling,12541
hotspot,4282
hotspots,5478
housingData,4989
howmany,10480
hpa,1551
hpackedbubble,2253
HPbayes,5017
hpcwld,4628
hpiR,6163
hpoPlot,4888
hqmisc,4875
hqreg,5338
hR,6698
hrbrthemes,99204
hrcomprisk,0
hrIPW,3188
HRM,5169
HRQoL,6468
HRW,3081
HS,3284
HSAR,5749
HSAUR,44729
HSAUR2,51081
HSAUR3,33868
hsdar,10834
HSDiC,2868
hSDM,5954
hsicCCA,4959
hsm,4315
hsmm,5711
hsphase,5515
HSPOR,1085
HSROC,3851
hsstan,783
HSSVD,4720
htdp,3774
HTLR,1143
htm2txt,5943
htmltab,33286
htmlTable,1780411
htmltidy,6294
htmltools,6678960
HTMLUtils,8426
htmlwidgets,4329646
htree,4131
hts,81884
HTSCluster,5992
HTSSIP,4730
httk,7933
httpcache,8494
httpcode,105476
httping,4592
httpRequest,7383
httptest,16569
httpuv,4958856
httr,5854681
hues,4489
huge,156763
HUM,4848
humanFormat,5549
humaniformat,6561
humanize,3494
humanleague,3759
humidity,5208
hunspell,485194
hurdlr,3760
hurricaneexposure,3687
hutils,11233
hutilscpp,4053
huxtable,38721
HW.pval,5038
hwde,6464
HWEBayes,5458
HWEintrinsic,5644
hwordcloud,2083
hwriter,83652
hwwntest,6467
hybridEnsemble,8013
HybridFS,3912
hybridHclust,6857
HybridMC,5130
hybridModels,4417
HydeNet,5550
hydra,2362
hydroApps,5318
HydroCode,207
hydrogeo,6002
hydroGOF,30996
hydrolinks,3986
HydroMe,6240
hydroPSO,8227
hydroscoper,4404
hydrostats,7023
hydroTSM,32178
hyfo,5145
hyper.fit,4849
hyper2,5677
HyperbolicDist,8061
hypercube,4046
hypergate,3668
hypergea,5731
hypergeo,238916
HypergeoMat,1048
hypersampleplan,3775
hyperSMURF,4095
hyperSpec,12934
hypervolume,12508
HyPhy,6112
hypothesestest,5437
hypothesisr,4075
hypr,1004
HyRiM,3435
HYRISK,3996
hysteresis,5181
hzar,5090
IAbin,3686
iAdapt,1144
iadf,3686
iai,2462
IalsaSynthesis,4125
IAPWS95,4653
iarm,2888
IASD,5143
IAT,5340
IATanalytics,3576
IATScore,4000
IATscores,4442
iBATCGH,4196
IBCF.MTME,5369
ibd,9176
IBDhaploRtools,5180
IBDLabels,4804
ibdreg,23150
IBDsim,5539
ibeemd,4665
ibelief,5157
ibm,3999
ibmcraftr,4012
ibmdbR,7244
ibmsunburst,3684
Iboot,5035
ibr,6594
iBreakDown,6937
IBrokers,10121
ibs,3341
iBST,3631
ic.infer,8366
iC10,10716
iC10TrainingData,7126
IC2,6455
ic50,5735
ica,61546
ICAFF,4909
ical,3837
icamix,4903
ICAMS,2198
ICAOD,7016
icapca,5007
iCARH,2373
icarus,6814
ICBayes,4726
ICC,17001
ICC.Sample.Size,4907
ICcalib,3871
iccbeta,6208
ICCbin,4391
ICcforest,2995
icd,10772
icd.data,5150
ICD10gm,2941
icdGLM,3814
ICDS,2897
ICE,8650
ICEbox,7574
IceCast,3990
ICEinfer,5375
iCellR,2469
icemelt,2124
icenReg,11577
icensBKL,4155
icensmis,5663
icesAdvice,5215
icesDatras,4532
icesSAG,4439
icesTAF,10025
icesVocab,5190
ICGE,11953
ICGOR,4562
iCiteR,1970
iClick,5089
iCluster,5927
icmm,3561
ICODS,1818
ICON,488
icosa,3831
icpsrdata,4452
icr,7216
ICRanks,6066
icrf,0
icRSF,4621
ICS,18620
ICSNP,19927
ICSOutlier,5080
ICSShiny,3817
ICsurv,7888
icsw,4272
ICtest,5186
ICV,3971
idar,3914
idbg,4939
idbr,5251
IDCard,3803
IDE,4237
idealstan,5158
ideamdb,2671
idefix,5604
idem,4385
idendr0,6383
identity,5597
ideq,2404
ider,3569
IDetect,3400
IDF,4052
iDINGO,4990
idiogramFISH,2509
idm,4765
IDmeasurer,2042
IDmining,5514
idmodelr,1742
idmTPreg,3385
iDOS,3846
IDPmisc,48674
IDPSurvival,5324
idr,12511
ids,8624
IDSpatialStats,4848
idx2r,3454
iDynoR,4037
ie2misc,4925
iECAT,3824
ieeeround,2743
iemisc,5086
iemiscdata,4600
iemisctext,3908
ifa,5448
iFad,4905
ifaTools,7526
ifctools,4114
IFP,5215
ifs,6007
ifultools,42958
ig.vancouver.2014.topcolour,4218
iGasso,5337
igate,1122
IGG,3068
IgorR,5780
IGP,4013
igraph,2821017
igraphdata,45771
igraphinshiny,4502
igraphtosonia,5250
iGSEA,3747
iheatmapr,6682
ihpdr,1369
ihs,5338
IHSEP,3926
iilasso,3353
IIS,4097
ijtiff,8805
ilc,4600
ILS,4133
IM,4532
IMAGE,1892
imageData,4984
imagefluency,1165
imagefx,1560
imager,121385
imagerExtra,5365
IMaGES,3094
imageviewer,3097
imagine,5019
ImaginR,3724
IMak,5429
Imap,10069
imbalance,14300
imdbapi,3672
iMediate,5107
IMFData,5529
imfr,7014
imgpalr,1644
imgrec,1568
imguR,8999
imgw,2684
IMIFA,6159
IMIS,5634
iml,33237
IMmailgun,3265
immer,6276
Immigrate,3497
immuneSIM,831
IMP,4295
imp4p,6305
IMPACT,4401
ImpactEffectsize,547
impactflu,0
ImpactIV,5080
impimp,3779
implicitMeasures,1163
implyr,9057
import,105894
importar,3918
ImportExport,5966
importinegi,1365
imptree,3136
imputeFin,252
imputeLCMD,8291
imputeMDR,5486
imputeMissings,6566
imputeMulti,4645
imputePSF,4975
imputeR,5814
ImputeRobust,4648
imputeTestbench,7170
imputeTS,130930
imputeYn,6944
iMRMC,3758
imsig,3707
IMTest,9816
IMWatson,2638
in2extRemes,6109
inaparc,6911
inarmix,4816
inbreedR,4663
inca,4358
incadata,4440
INCATome,3692
IncDTW,6477
incgraph,3711
incidence,12595
incR,3549
inctools,4744
IncucyteDRC,3976
indelmiss,4199
IndependenceTests,5966
IndepTest,4095
IndexConstruction,2603
IndexNumber,950
IndexNumR,4780
IndianTaxCalc,3953
indicspecies,13946
indirect,3353
InDisc,577
INDperform,3318
IndTestPP,4150
inegiR,7625
ineq,63832
ineqJD,1234
InfDim,5235
infer,69955
inference,5534
InferenceSMR,4862
inferference,4435
inferr,5727
InfiniumPurify,3702
infix,3235
Inflation,3036
inflection,7475
influence.ME,27613
influence.SEM,6574
influenceR,222396
influxdbr,12221
infoDecompuTE,5738
Information,40751
InformationValue,38130
informR,5446
infotheo,36971
InfoTrad,5126
infra,4702
infraFDTD.assist,3685
Infusion,6157
infutil,4811
ingredients,7787
ini,2325505
injectoR,4087
InjurySeverityScore,3898
INLABMA,6595
inlabru,5352
INLAMSM,1000
inline,447491
inlinedocs,5253
inlmisc,11423
inops,512
iNOTE,3538
inpdfr,4549
inplace,3205
InPosition,6556
insect,4260
insideRODE,4994
insight,272341
InSilicoVA,5619
insol,8490
InspectChangepoint,5213
inspectdf,12307
INSPIRE,3591
install.load,9488
installr,453521
instaR,9625
insuranceData,10362
insurancerating,3575
intamap,8953
intamapInteractive,5980
intccr,6873
intcensROC,3228
IntClust,4279
intdag,917
integIRTy,3759
integr,1798
IntegrateBs,4200
IntegratedJM,4258
IntegratedMRF,4452
intensity.analysis,2584
intePareto,486
Interact,5288
interactions,18849
interactionTest,19291
InteractiveIGraph,5173
interAdapt,4438
Interatrix,4631
intercure,4436
interep,3762
InterfaceqPCR,3644
interferenceCI,4729
interflex,5266
interfr,3136
intergraph,50677
interim,4031
interimApp,1838
interlineaR,3241
internetarchive,4980
interp,29660
interplot,25742
Interpol,5542
Interpol.T,6194
interpret,1543
InterpretMSSpectrum,5276
interpretR,5072
InterSIM,3652
InterVA4,7753
InterVA5,4975
interval,10465
intervals,142235
IntervalSurgeon,3221
intervcomp,1838
interventionalDBN,5017
intkrige,1516
IntLik,4770
IntNMF,3513
intoo,6199
inTrees,10119
intRegGOF,5272
IntrinioStockAPI,3295
intrinsicDimension,4188
introgress,5958
intrval,4774
intRvals,3543
intsurv,1627
intsurvbin,1018
intsvy,14793
intubate,4107
inum,246593
InvariantCausalPrediction,7024
InvasionCorrection,3938
invctr,2854
inventorize,3737
Inventorymodel,4255
inverseRegex,828
investr,14426
invgamma,27029
invGauss,5264
invLT,4285
io,5659
ioanalysis,4557
IOHanalyzer,2253
ioncopy,4049
ionflows,4492
ionr,4022
iopsych,4149
iosmooth,4903
iotables,6322
iotools,11421
ip2location,534
ipc,4898
IPCAPS,3190
ipcwswitch,4014
IPDFileCheck,1016
ipdmeta,6076
ipdw,7299
ipeadatar,20912
IPEC,4087
ipflasso,5138
ipfp,5859
ipfr,1130
ipft,4230
iplots,32748
IPMpack,6323
IPMRF,3942
IPPP,3181
ipptoolbox,3165
ipred,1160998
iprior,5164
ips,9442
iptmnetr,3749
iptools,7710
ipumsr,27423
ipw,10952
IPWboxplot,3197
ipwCoxCSV,838
ipwErrorY,3835
IPWsurvival,4653
iq,487
IQCC,6104
iqLearn,5417
irace,25089
iRafNet,4179
IRATER,3530
ircor,3557
IRdisplay,192162
iRefR,5343
iRegression,5313
iRepro,4833
Irescale,2732
iRF,4336
irg,3627
IrishDirectorates,4579
IRISMustangMetrics,6351
IRISSeismic,7181
IRkernel,120466
irlba,300146
IROmiss,3381
irr,56968
irrCAC,851
IrregLong,3037
irregulAR1,3159
irrICC,819
irrNA,3346
irtDemo,5316
irtoys,10814
irtplay,1556
irtProb,6458
irtrees,5815
irtreliability,3371
IRTShiny,6133
isa2,32432
ISAT,3179
ISBF,5281
ISCO08ConveRsions,3070
isdals,9103
iSDM,4143
isdparser,33573
ISEtools,3106
IsingFit,11438
isingLenzMC,4930
IsingSampler,10481
island,6119
islasso,2781
ISLR,306056
ISM,4083
ismev,27204
isni,4676
isnullptr,4093
Iso,17455
isoband,11925
isoboost,0
isocat,2019
IsoCI,4712
isocir,5369
ISOcodes,395879
IsoGene,4908
isopam,6425
isopat,5096
isoph,4796
IsoplotR,9995
ISOpureR,6350
IsoriX,5702
IsoSpecR,5476
isotone,11107
isotonic.pen,4531
IsotopeR,6481
isotree,172
ISOweek,42139
ispd,1505
isqg,3816
ISR3,4375
istacr,2217
iSTATS,1310
isva,12635
ISwR,106481
italy,3652
itan,3699
itcSegment,4901
itemanalysis,3768
iteRates,6649
iterators,1802935
iterLap,6515
iterpc,10337
itertools,217547
itertools2,4942
ITGM,4343
ITNr,4199
iTOP,3463
ITRLearn,3411
ITRSelect,3412
its.analysis,2273
itsadug,11570
itsmr,10624
itunesr,5398
IUPS,4917
iva,3363
ivdesc,750
ivfixed,6769
ivmodel,5863
ivmte,3401
ivpack,19991
ivpanel,6866
ivprobit,7451
ivregEX,4380
ivtools,5064
ivx,2133
iWeigReg,4778
iWISA,3544
iZID,562
jaatha,7638
jabr,528
jaccard,6742
jack,1694
jackalope,2770
jackknifeKME,5056
jackstraw,7700
JacobiEigen,3532
jacpop,4747
JADE,17549
jaggR,1688
jagsUI,32141
JamendoR,2359
james.analysis,4346
janeaustenr,377016
janitor,199165
jaod,4363
jarbes,3500
JASPAR,5141
JavaGD,43768
Jaya,573
JBTools,9884
jcext,3774
jcolors,28123
jcp,2697
Jdmbs,4064
jdx,4405
jeek,3348
jenkins,2004
jetpack,5295
jetset,4153
jfa,0
JFE,5350
JGEE,4211
JGL,5776
JGR,36187
jiebaR,39505
jiebaRD,25733
jipApprox,3284
jjb,3381
jlctree,3223
JM,23113
JMbayes,11970
jmcm,4932
jmdem,3172
JMdesign,5178
jmdl,3323
jmetrik,4771
JMI,3157
Jmisc,8931
jmuOutlier,7819
jmv,34644
jmvconnect,6037
jmvcore,44167
jocre,4121
Johnson,6887
joineR,17575
joineRmeta,3336
joinet,1906
joint.Cox,12797
JointAI,5547
jointDiag,5952
jointMeanCov,2138
JointModel,4490
JointNets,3777
jointNmix,3738
jointPm,4683
jointseg,5675
joinXL,3688
jomo,534517
JOP,6880
JoSAE,5969
josaplay,1886
jose,50637
JOUSBoost,4790
jpeg,996066
JPEN,4278
jpmesh,6874
jpndistrict,5503
JQL,3043
jqr,95054
jrc,3705
JRF,4540
jrich,3888
jrt,2962
jrvFinance,7853
js,6643
jSDM,1569
jskm,4833
JSM,3818
JSmediation,1983
jsmodule,4567
json64,2341
jSonarR,5354
jsonify,17460
jsonld,11772
jsonlite,6325290
jsonstat,3480
jsonvalidate,45124
jsr223,3793
jstable,6884
jstor,5406
jsTree,4029
jtGWAS,4074
jtools,78561
jtrans,5170
jubilee,3863
Julia,5781
JuliaCall,62188
JumpTest,3787
junctions,3577
junr,4318
justifier,2071
jvcoords,3339
jvnVaR,3974
JWileymisc,4767
jwutil,3959
kableExtra,396301
kader,3985
kamila,5452
kangar00,20270
KANT,4745
kantorovich,4251
kaos,4731
kaphom,4453
KappaGUI,5553
kappalab,9620
kappaSize,5980
KappaV,5067
kaps,5765
karaoke,3975
KarsTS,3806
KATforDCEMRI,4586
kayadata,2494
kazaam,3205
KbMvtSkew,949
kcirt,5643
kcpRS,2061
KCSKNNShiny,1672
KCSNBShiny,1799
kde1d,6688
kdecopula,21826
kdensity,7313
kdetrees,6291
kdevine,4272
kdist,3936
kdtools,3525
KDViz,3547
kedd,7657
keep,4843
kehra,3939
kelvin,5330
Kendall,112454
kendallRandomWalks,3467
KENDL,3904
KenSyn,4024
kequate,6871
keras,243913
kerasR,31992
kerdiest,12522
KERE,4161
kergp,5244
kernDeepStackNet,4369
kerndwd,6127
kernelboot,5267
kernelFactory,10280
Kernelheaping,5787
KernelKnn,14382
kernelPSI,1954
kernelTDA,1556
kernhaz,3246
kernlab,1236759
kernplus,4204
kernscr,4312
KernSmooth,319941
KernSmoothIRT,5596
KeyboardSimulator,10748
keyholder,4173
keyplayer,4578
keypress,4591
keyring,25357
keyringr,5201
KFAS,52292
kfda,3822
kfigr,6134
KFKSDS,9232
kgc,3504
KGode,3781
kgschart,3648
khroma,5170
kidney.epi,3238
kimisc,49895
kin.cohort,5607
kineticF,4118
kinship2,41556
kirby21.base,5108
kirby21.fmri,3874
kirby21.t1,4171
kissmig,4494
kitagawa,5337
kiwisR,3919
kknn,86166
klaR,485691
klassR,830
klausuR,5229
klustR,1500
km.ci,124842
kmc,3770
kmconfband,5340
kmcudaR,1339
KMDA,5973
kmed,6165
kmer,9275
kmeRs,3101
KMgene,3881
kmi,8809
kml,10980
kml3d,6330
kmlcov,4979
kmlShape,4681
kmodR,20786
KMsurv,133377
KnapsackSampling,3562
knitcitations,36613
knitLatex,7845
knitr,6980110
knitrBootstrap,8749
knitrProgressBar,4121
knn.covertree,1357
knncat,7698
knnGarden,5517
knnIndep,5090
knnp,3579
KNNShiny,2227
knockoff,6417
Knoema,4286
knor,8438
knotR,3765
KnowBR,5131
KnowGRRF,2738
kntnr,5100
KODAMA,6294
kofdata,2522
kofnGA,5568
KOGMWU,5043
kohonen,66452
kokudosuuchi,4380
kolmim,6436
komaletter,4229
konfound,4817
KoNLP,167764
KONPsurv,2836
koRpus,29183
koRpus.lang.en,19774
kosel,1441
KoulMde,4511
Kpart,5176
kpcalg,4381
kpeaks,7140
kpmt,7295
kpodclustr,4414
KraljicMatrix,4282
kriens,3921
KRIG,3366
krige,4057
kriging,6296
KrigInv,18637
KRIS,4047
KRLS,8245
krm,5284
KRMM,3535
ks,221726
kSamples,22644
KScorrect,5976
KSD,4041
KSEAapp,3585
kselection,5553
KSgeneral,4052
ksNN,2929
KSPM,3522
ksrlive,3947
kst,7006
kStatistics,1453
kstIO,3501
kstMatrix,4430
ktaucenters,1571
KTensorGraphs,2580
ktsolve,6822
ktspair,4553
kubik,1099
kuiper.2samp,3374
kulife,5885
kutils,73270
kvh,4681
kwb.hantush,4609
kyotil,8613
kza,8101
kzfs,4709
kzft,5387
kzs,5774
l0ara,4055
L0Learn,5005
l1kdeconv,3656
L1pack,7979
l2boost,4862
labdsv,34120
label.switching,10256
labeledLoop,4925
labeling,4642064
labelled,582792
labelmachine,917
labelrank,4012
labelVector,10475
LabourMarketAreas,4168
LabRS,3674
labstatR,8402
labstats,4520
lacm,3126
lactcurves,1166
lacunaritycovariance,1672
LadR,3750
laeken,164874
laercio,9008
LaF,24842
lagged,9293
LAGOSNE,5127
laGP,24182
lagsarlmtree,3687
LagSequential,2115
Lahman,314596
LakeMetabolizer,5676
lakemorpho,5118
laketemps,4358
LAM,5349
lambda.r,514263
lambda.tools,7638
Lambda4,6365
LambertW,20727
lamme,3064
lamW,109727
LANDD,3625
landest,4510
landpred,4587
landsat,8947
landsat8,4869
landscapemetrics,12737
landscapeR,4592
landscapetools,5541
landsepi,5869
Langevin,4760
languagelayeR,4971
languageR,29160
languageserver,34626
lans2r,3308
LaplaceDeconv,4424
LaplacesDemon,59712
lar,4876
LARF,7677
largeList,4200
LARisk,320
lars,163131
lass0,3536
lasso2,38728
LassoBacktracking,4079
LassoNet,0
lassopv,4213
lassoscore,4907
lassoshooting,7507
LassoSIR,3717
latdiag,13199
latentnet,34129
later,4775475
Laterality,5080
latex2exp,47274
latexpdf,26940
latte,2756
lattice,897418
latticeDensity,7608
LatticeDesign,3621
latticeExtra,1759867
LatticeKrig,7556
lava,961952
lava.tobit,16301
lavaan,318188
lavaan.shiny,5731
lavaan.survey,73943
lavaanPlot,8853
lavaSearch2,4504
Lavash,3298
lawn,7164
lawstat,47276
lax,1296
lazy,7372
lazyData,5509
lazyeval,5982913
lazyraster,730
lazyrmd,18026
lazysql,4041
lazytrade,2278
lazyWeave,6470
lba,5473
lbfgs,25287
lbfgsb3,23696
lbfgsb3c,6271
lbiassurv,5223
LBLGXE,1366
lbreg,4063
LBSPR,5510
LCA,7652
LCAextend,5388
LCAvarsel,4641
lcc,4484
lcda,6162
LCF,3891
LCFdata,8541
lclGWAS,3782
LCMCR,4590
lcmm,14299
lconnect,2478
lcopula,24939
LCox,3160
lcpm,3076
lctools,8230
lcyanalysis,3748
lda,71007
lda.svi,1518
ldamatch,4282
ldaPrototype,0
ldat,3641
LDATS,1452
ldatuning,14700
LDAvis,32626
ldbod,5538
ldbounds,7892
LDcorSV,6024
LDheatmap,29933
ldhmm,4073
LDlinkR,1781
LDOD,5091
LDPD,5346
ldr,5394
LDRTools,5757
LDtests,6642
leabRa,3638
leaderCluster,4880
LeafArea,5654
leafem,124194
leaflet,625098
leaflet.esri,6499
leaflet.extras,51195
leaflet.minicharts,10698
leaflet.opacity,3533
leaflet.providers,68374
leafletCN,5515
leafletR,9593
leafpm,16029
leafpop,125379
leafR,2101
leafSTAR,3462
leafsync,70710
leaftime,413
leanpubr,3166
LEANR,3450
LEAP,5459
LEAPFrOG,5574
leapp,5262
leaps,919698
LeArEst,4273
LearnBayes,293986
LearnGeom,4517
learningr,7742
LearningRlab,3188
learNN,4132
learnPopGen,4831
learnr,26241
learnrbook,3351
learnstats,4699
ledger,4270
leerSIECyL,3582
lefse,5177
LEGIT,5580
legocolors,3072
leiden,37721
leiv,5206
LeLogicielR,5488
LeMaRns,2369
lemon,18589
LendingClub,10189
lenses,3017
leri,1087
lero.lero,3822
lessR,30455
lest,3677
lestat,5563
lexicon,65225
lexiconPT,4580
LexisNexisTools,5216
LexisPlotR,5227
lexRankr,6343
lfactors,6343
lfda,12868
LFDR.MLE,4513
LFDREmpiricalBayes,3784
lfe,72965
lfl,4030
lfstat,9064
lg,4722
lgarch,7340
lgcp,7358
LGEWIS,4128
lgr,9708
lgrdata,1877
LGRF,4111
lgtdl,7236
LHD,801
lhmixr,3624
lhs,77062
liayson,3204
libcoin,727978
LiblineaR,35749
LiblineaR.ACF,4028
Libra,4461
librarian,5055
librarysnapshot,5387
libsoc,3987
libstableR,3650
LICORS,7130
lidR,22920
lifecontingencies,16072
lifecourse,3969
lifecycle,2470424
LifeHist,4050
lifelogr,3567
LifeTables,5742
lift,11365
liftLRD,4174
liftr,6578
liger,4519
LightningR,4139
lightr,399
lightsout,4268
LIHNPSD,5400
likelihood,6177
likelihoodAsy,4331
likelihoodExplore,3487
likeLTD,6489
likert,34364
lilikoi,3100
lillies,843
LilRhino,3426
LIM,6699
lime,42211
limitplot,5179
limSolve,29025
lin.eval,2916
linbin,4638
LinCal,4704
LindenmayeR,4834
lindia,7763
LindleyPowerSeries,3265
LindleyR,4350
linear.tools,4371
linearOrdering,1064
linearQ,3542
LinearRegressionMDE,4965
linemap,3721
lineqGPR,3901
linERR,3935
lineup,5480
lingtypology,5742
linguisticsdown,4062
link2GI,8968
LinkageMapView,4740
linkcomm,7809
LinkedGASP,3127
LinkedMatrix,5317
linkim,4827
linkprediction,3369
linkR,4675
linkspotter,3177
linl,4965
linLIR,5556
linpk,3531
linprog,116574
LinRegInteractive,6570
LINselect,5246
lintools,6401
lintr,308822
LipidMS,2270
LipidMSdata,715
liqueueR,4076
liquidSVM,5382
lira,4470
lisa,2771
lisp,6539
lisrelToR,50287
list,10250
listarrays,4103
listdtr,3829
listenv,409427
LIStest,5008
listless,4328
listviewer,82110
listWithDefaults,4184
liteq,6966
litteR,1797
littler,26280
liureg,3921
live,5352
livechatR,4337
ljr,4964
llama,6454
llbayesireg,2339
lle,19144
lllcrc,4843
LLM,3344
llogistic,4511
LLSR,6515
lm.beta,43444
lm.br,7122
lmboot,1617
lmds,1029
lme4,2742129
lmec,6609
lmem.qtler,4028
lmeNB,4971
lmeNBBayes,5329
lmenssp,5095
LMERConvenienceFunctions,11521
lmerTest,324270
lmeSplines,6513
LMest,8301
lmeVarComp,4546
lmf,5848
LMfilteR,3212
lmfor,6161
lmm,8082
lmmen,3724
lmmlasso,5532
lmmot,4748
lmmpar,3582
lmms,4987
lmodel2,33823
lmom,33068
lmomco,28750
Lmoments,39845
lmomPi,3529
lmomRFA,13443
lmPerm,13669
lmQCM,4233
lmreg,4079
lmridge,5841
lmSubsets,3760
lmSupport,13367
lmtest,2491165
lmvar,6667
lmviz,3204
LN0SCIs,3182
lncDIFF,0
LncFinder,3658
LncMod,4014
LncPath,3303
LNIRT,5655
loa,10681
loadr,3071
lobstr,19189
LocalControl,4477
LocalControlStrategy,3607
localgauss,5486
localICE,2970
localIV,4199
localModel,2783
localsolver,4462
locfdr,11861
LocFDRPois,4249
locfit,441970
locits,6132
Lock5Data,19397
Lock5withR,5815
locpol,20567
locStra,1003
loder,4359
lodGWAS,4624
lodi,1502
loe,16128
log4r,19292
LOGAN,1999
logbin,5709
LogConcDEAD,8517
logconcens,5610
logcondens,27175
logcondens.mode,4844
logcondiscr,5386
logger,9400
logging,284150
loggit,6194
loggle,3093
logiBin,4130
LOGICOIL,4504
LogicReg,18438
logihist,3659
logistf,49317
logistic4p,3545
LogisticDx,6904
logisticPCA,5700
logisticRR,3660
LogitNet,5296
logitnorm,8005
logKDE,3491
loglognorm,6380
logmult,7524
lognorm,4872
logNormReg,3660
logOfGamma,3953
LogrankA,5267
LogrankPower,958
logspline,78150
lokern,27509
lolog,4215
lomb,10308
LongCART,852
longCatEDA,5514
longclust,6706
longitudinal,18266
longitudinalcascade,4441
longitudinalData,21252
longmemo,34733
LongMemoryTS,3916
longpower,7672
longROC,3459
longRPart2,3678
longurl,4851
loo,436341
lookupTable,4170
loon,6823
loon.data,2022
loop,5006
LoopAnalyst,6377
loopr,4362
LoopRig,162
loose.rock,4829
lordif,9064
lorec,4965
lorentz,3819
lori,6268
LOST,4858
LotkasLaw,4152
lotri,5477
lowmemtkmeans,3823
LowRankQP,9789
LowWAFOMNX,3535
LowWAFOMSobol,3312
LPBkg,1131
lpbrim,3991
lpc,6312
LPCM,8419
lpdensity,5651
LPGraph,3306
lpint,5148
lpirfs,5262
LPKsample,3575
lplyr,4221
LPM,4580
lpme,4691
LPmerge,5445
lpmodeler,4804
LPower,3383
LPRelevance,2071
lpridge,6623
LPS,4877
lpSolve,488432
lpSolveAPI,104999
LPStimeSeries,6312
LPTime,4566
LPWC,4013
lqmm,9192
lqr,5103
LRcontrast,4002
lrequire,3942
lrgs,4320
lrmest,6025
LRQMM,1185
LRTH,4202
LS2W,5810
LS2Wstat,5115
lsa,55786
LSAfun,10145
LSAmitR,10645
lsasim,4192
lsbclust,5363
lsbs,3077
LSC,4843
LSD,10666
LSDinterface,5239
LSDsensitivity,4085
lsdv,5068
lsei,249475
lshorth,4579
lsl,5022
lslx,5813
lsm,3805
lsmeans,114322
LSMonteCarlo,6401
lspartition,3643
LSPFP,3901
lspline,4860
lspls,5805
lsplsGlm,3501
lsr,72890
LSRS,3804
lss2,712
ltable,3248
ltbayes,5405
ltm,53702
ltmix,2186
ltmle,6130
LTPDvar,5318
LTR,5104
LTRCtrees,6314
ltsa,28562
ltsbase,4802
ltsk,5111
ltsspca,701
ltxsparklines,3667
lubridate,5058633
lucid,6967
LUCIDus,3335
ludic,4026
lue,3345
lulcc,5747
lumberjack,4565
Luminescence,17252
lunar,7017
lutz,53882
luzlogr,4567
lvec,4132
LVGP,3649
lvm4net,5304
lvmcomp,3328
lvnet,6088
lvplot,8525
LW1949,4040
lwgeom,219898
lxb,5076
lymphclon,4937
LZeroSpikeInference,3616
m2b,3860
m2r,3950
M2SMF,3373
M3,5531
mable,3244
maboost,4794
MAc,6999
macc,3654
machina,4263
MachineLearning,5184
MachineShop,9322
machQA,3545
macleish,5871
MAclinical,5264
MAd,11845
mada,8386
maddison,4056
maditr,6732
madness,6279
MADPop,3545
madr,3833
madrat,4698
mads,5024
madsim,5132
Maeswrap,6134
mafs,5477
magclass,7344
magic,214029
magicaxis,14233
magicfor,7612
magick,460178
magickGUI,4446
magicLamp,3746
MAGNAMWAR,3738
magree,3705
magrittr,25049673
mail,17376
mailR,300870
MAINT.Data,6978
majesticR,3328
makedummies,6994
MakefileR,4960
makeFlow,3587
makeProject,5034
malani,3514
malariaAtlas,4733
MALDIquant,38273
MALDIquantForeign,10615
MALDIrppa,4149
mallet,32746
MAMS,7925
MAMSE,6050
managelocalrepo,4546
MANCIE,4064
mandelbrot,3708
manet,3392
mangoTraining,6443
Mangrove,4428
manhattanly,7343
manhplot,1880
